PRODUCT_NAME,CATEGORY_NAME,DESCRIPTION,PRICE,DISCOUNT,IN_STORE_LOCATION
Marble Wash Mini Hat,Accessories,"Bring a little taste of whimsy to your everyday look. Sweet as sherbet, this petite hat has a summery vibe and a comfy cotton feel. The flowy marble wash is unique to your cap alone. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",20,8.0,"Aisle 16, Shelf 11"
adidas Sportswear Future Icons Hoodie,Clothing,"You put in the time. You put in the effort. And when you put on this adidas sweatshirt after your workout, you feel the reward. Soft cotton material drapes the body in a relaxed shape, so you practically sink into comfort. Ribbed cuffs go ahead and bring an extra level of snug to the casual sweatshirt. Whatever's next on the agenda, you'll show up feeling good.",46,19.0,"Aisle 23, Shelf 9"
Adicolor Classics Tricot Skirt,Clothing,"Everything you love most about classic adidas style is part of this skirt. The 3-Stripes? Yes. Smooth tricot? Yep, just like your favorite track suit. Comfort you can move in? Always. Put it all together and the result feels totally fresh. Adjust the drawcord at the waist to find the perfect fit. 

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",36,4.0,"Aisle 23, Shelf 10"
Choigo Shoes,Shoes,"If you want drama, the female track and field crew of the '80s knew all about it. Their bright outfits were second only to their unmatched speed. These adidas Choigo Shoes pay tribute to the game changers with pops of color, a lace toggle and a lifted outsole. And of course, performance spikes.",70,30.0,"Aisle 20, Shelf 9"
Stan Smith Primeblue Shoes,Shoes,"The future belongs to the young. Let's act like it. A collaboration with Hawaiian artist and surfer Aaron Kai, these toddlers' adidas Stan Smith shoes get revamped with recycled materials and Kai's signature pop art style. His doodles cover the shoes, celebrating the earth and all that it gives us. As little ones explore this great big world around them, the rubber outsole helps keep them steady and comfortable.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",35,15.0,"Aisle 20, Shelf 10"
Court Tourino Shoes,Shoes,"Classic vibe, modern approach. The adidas Court Tourino Shoes step things up with recycled materials. And in line with keeping things clean, the minimalist look means full versatility. They'll go with anything and everything.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",56,24.0,"Aisle 20, Shelf 11"
Continental 80 Stripes Shoes,Shoes,"Craving something classic? Step out in these retro adidas Continental 80 shoes and you've found it. Then step out again. And again. With 3-Stripes and soft white leather, it's pretty tempting to wear them all the time. When every moment is a chance to show off your sporty style, don't miss the opportunity.",70,30.0,"Aisle 20, Shelf 12"
Continental 80 Vegan Shoes,Shoes,"The era of aerobics in colorful leotards may be behind us, or maybe it's coming back. So cue up your favorite playlist and find your groove in these '80s-inspired adidas shoes. Rubber grips to city pavement as you stroll from point A to B. A crisp white upper looks as retro as ever.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester. It is also made with vegan alternatives to animal-derived ingredients or materials. This pair of shoes features an algae-based EVA foam that helps clean at least 30 liters of polluted lake water.",70,30.0,"Aisle 20, Shelf 13"
Amplifier Tee,Clothing,"Like pizza or compliments, it's hard to have too many basic tees. This adidas t-shirt has a clean style that makes for easy layering. It's designed with a ribbed crewneck and long sleeves.",16,4.0,"Aisle 23, Shelf 11"
Terrex Primeknit Rain.RDY Jacket,Clothing,"Waterproof and breathable has never felt this good. The Terrex Primeknit Rain Jacket has a soft, easy-moving feel with a hybrid design that breathes and vents heat where you need it most. adidas Primeknit offers four-way stretch for a natural range of motion. RAIN.RDY keeps you dry through snow and rain. Its lightweight build packs down small for easy stowing when the sun decides to shine.",240,60.0,"Aisle 23, Shelf 12"
Hurricanes Premier Alternate Jersey,Clothing,"Hurricanes pride looks good in every color. You can channel game day energy no matter where you are in this adidas Hurricanes football jersey. Green and orange matches Miami's alternate uniform.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",108,12.0,"Aisle 23, Shelf 13"
Terrex Hyperhiker Hiking Shoes,Shoes,"Built for adventurous kids, these mid-cut hiking shoes offer the support and ankle coverage kids need to explore on and off trail. The lightweight upper is reinforced with a mud-shedding guard around the base to help seal out dirt. A Traxion outsole provides great grip in all directions and on all surfaces.",46,19.0,"Aisle 20, Shelf 14"
Allover Print Camo Graphic Tee,Clothing,"Want to make a statement? Try camouflage. It's a paradox, but somehow a print that was designed to blend in actually makes you stand out. Soft cotton fabric means this juniors' adidas Trefoil t-shirt is an easy addition to your regular rotation. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",20,5.0,"Aisle 23, Shelf 14"
Primeblue Always Om Yoga Shorts,Clothing,Yoga goals. You've got them. These adidas shorts help you reach them. The soft feel and loose fit let you flow through your routine comfortably. Generous side notches mean you can flex into poses with freedom.,32,13.0,"Aisle 23, Shelf 15"
Terrex Trailmaker Primegreen Hiking Shoes,Shoes,Lighten up your step with these adidas Terrex hiking shoes. These adidas hiking shoes blur the line between comfortable running shoes and durable hiking shoes. A foot-hugging mesh upper adds durable overlays to shed mud and resist rocks. Lightweight EVA cushioning cradles the foot so you can walk all day. Their lugged tread holds firm on gravel roads and dirt paths.,88,22.0,"Aisle 20, Shelf 15"
adidas Sportswear Future Icons 3-Stripes Skinny Pants,Clothing,"Sport isn't a time or place. It's a mindset. A visual representation of your drive, the 3-Stripes wrap around the legs of these slim-fitting adidas pants. They're the perfect thing to throw on after a workout to help you unwind and settle into reset mode. Pure comfort all the way.

By buying cotton products from us, you're supporting more sustainable cotton farming. This product is also made with Primegreen, a series of high-performance recycled materials.",44,11.0,"Aisle 24, Shelf 1"
Marimekko Techfit Primegreen AEROREADY Training Pocket Tights,Clothing,"Celebrate female empowerment your own way. Designed with Finnish label Marimekko, these juniors' adidas tights show off your fierce, feminine spirit. Bright colors in Marimekko's famous Räsymatto design give you signature style. Work hard in comfort thanks to moisture-absorbing AEROREADY.

This product is made with Primegreen, a series of high-performance recycled materials.",28,12.0,"Aisle 24, Shelf 2"
Stan Smith 360 Shoes,Shoes,"Kids have got the whole world in front of them. Let's make sure it's the best one possible as they explore it. A timeless classic, these adidas shoes have the same look as the OG for grown-ups, and they're packed with comfort for all their adventures.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",36,9.0,"Aisle 25, Shelf 1"
Edge Lux 4 Shoes,Shoes,"When running is your sport, you look forward to that moment all day. Be ready for it when you lace up in these adidas shoes. A snug fit gives you a comfortable and supportive feel. Lightweight Bounce cushioning keeps a spring in your step from beginning to end.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",68,17.0,"Aisle 25, Shelf 2"
NMD_R1 Refined Shoes,Shoes,"Worth a double take. Don't be fooled, these juniors' adidas NMD_R1 Refined Shoes may look like the original runners from '95, but this version shows off refined proportions for a sleek, streamlined update. Pair them with comfy joggers or a chic pair of slacks. No matter what, the supportive mesh upper and energy-returning Boost cushioning bring ease to your look and comfort to your step.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",96,24.0,"Aisle 25, Shelf 3"
adidas Superstar x LEGO® Shoes,Shoes,"Style, fun and comfort is not a bad combination to have. Superstar LEGO® shoes feature iconic 3-Stripe branding and playful design details with LEGO brick-inspired texture on the shell-toe and heel-tab. Comfortable sockliners have been designed to allow for wearing around the clock – ideal for patio-to-playground scenarios.",64,16.0,"Aisle 25, Shelf 4"
Terrex Two Ultra Parley AP Shoes,Shoes,"Light enough to keep you fast. Rugged enough to handle the trail. Lace up these adidas running shoes for long trail runs. The sock-like knit upper is reinforced with abrasion resistance where you need it most. The lugged outsole delivers confident grip across dirt descents and scree. The incredible energy return of adidas Boost gives you the power to keep your feet moving.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",126,54.0,"Aisle 25, Shelf 5"
Retropy P9 Shoes,Shoes,"Every decade is remembered for something. The '80s? Bright, flashy style. The '00s? Innovations in technology. Get the best of both eras in these adidas shoes. Their look shows off their retro glory, but the feel is all modern running tech. Mixed together, you get something totally new.",128,32.0,"Aisle 25, Shelf 6"
Superstar OT Tech Shoes,Shoes,"Originally designed for sport. Comfortable anywhere. Merging elements of the past with modern detailing, these adidas Superstar OT Tech Shoes rethink basketball style for today. Updated proportions and a leather upper create a fresh, eye-catching silhouette. Taking design cues from contemporary basketball sneakers, they add a technical mesh tongue and serrated details for a modern edge.",80,20.0,"Aisle 25, Shelf 7"
Racer TR21 Wide Shoes,Shoes,"Get comfort with every step in these running-inspired shoes. You'll dig the feel of super-soft Cloudfoam cushioning as you move through the day. A wide fit gives your feet the extra space they need. Lace these up and add a touch of retro adidas style to your everyday look.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",60,15.0,"Aisle 25, Shelf 8"
adidas Sportswear Future Icons 3-Stripes Hooded Track Jacket,Clothing,"Go hard. Recharge. Repeat. In sport and in life, it's that balance between pushing, striving and letting it all go that helps you feel and perform your best. When you're focusing on the relaxation part of the equation, this adidas track jacket is key. Zip in, flip up the hood and give in to comfort. 

This product is made with Primegreen, a series of high-performance recycled materials.",52,13.0,"Aisle 24, Shelf 3"
Camo Everyday Shorts,Clothing,"Pull on these adidas camo-print shorts, and do battle with a hardcore workout at home. AEROREADY keeps you dry while you power through sit-ups. When you're done, you don't need to change. Just loosen up the drawcord waist, pack your keys and phone in the side seam pockets and head out for the day.",32,8.0,"Aisle 24, Shelf 4"
Performance Boxer Briefs 3 Pairs,Clothing,"Train without distractions. Focus on setting new PRs when you wear these adidas boxer briefs. Smooth seams, a tag-free waistband and a stay-put feel on the leg mean you can slay in comfort on leg day. Flex, bend and lunge with a soft fabric that dries quickly and has plenty of stretch.",21,9.0,"Aisle 24, Shelf 5"
Parley Sweat Pants (Gender Neutral),Clothing,"Life is about balance. So when you work hard, chill hard. Settle right into comfort with these adidas x Parley sweatpants. The soft material makes it easy, rewarding muscles with what some might call pure bliss. Technically it's called French terry.

This product is made with organic cotton and is part of our ambition to end plastic waste.",72,8.0,"Aisle 24, Shelf 6"
Solid Swim Shorts,Clothing,"Stay comfortable while snorkelling in a coral reef or walking on the beach in these adidas swim shorts. The woven material is lightweight and quick-drying as you move between the ocean and your warm towel. Mesh inner briefs provide coverage and support. 

This product is made with Primegreen, a series of high-performance recycled materials.",20,5.0,"Aisle 24, Shelf 7"
adidas Z.N.E. Sportswear Pants,Clothing,"Wherever you are physically, make sure your mind is there as well. Stay present and focused in these adidas pants. Their comfort makes it easy to settle in, so you can turn your focus inwards and put distractions on hold. Whatever that looks like, these support it with their soft, slightly stretchy build. Moisture-absorbing AEROREADY helps too. Warming up or just nerves, it keeps you feeling cool and dry.",60,15.0,"Aisle 24, Shelf 8"
Small Crossbody Bag,Accessories,"Only need the essentials? No problem. Throw them in this small crossbody bag, and you're ready to go. Head to and from your training session in true adidas style. Bright color guarantees you won't blend into the background. 

This product is made with Primegreen, a series of high-performance recycled materials.",20,5.0,"Aisle 16, Shelf 12"
X Ghosted.3 Firm Ground Cleats,Shoes,"The only thing that makes defenders sweat more than seeing you on the pitch? Not seeing you at all. Pull on X Ghosted and discover next-level speed. The stretchy tongue on these adidas soccer cleats means you'll get into them in record time. Lightweight and semi-translucent, the foot-hugging Speedskin upper doesn't just look fast, it feels fast. The low-cut silhouette with signature Clawcollar shape locks your foot in for match-long stability and support.",64,16.0,"Aisle 25, Shelf 9"
AEROREADY  Designed to Move Sport Camo-Print Shorts,Clothing,"Whether you're stepping onto the basketball court, going out for a run or relaxing at home, be ready for anything in these adidas shorts. Move through your day in confidence with a fit that stays in place. Feel dry and fresh even after a sweat session at the gym, thanks to moisture-absorbing AEROREADY.

This product is made with Primegreen, a series of high-performance recycled materials.",24,6.0,"Aisle 24, Shelf 9"
Foil Mandala Graphic Tee,Clothing,"Focus your confidence as you move through the day. This adidas graphic t-shirt bumps up the style of any look with a foil-print mandala graphic. When it goes on, you'll look as good as you feel in the soft cotton jersey fabric.

By buying cotton products from us, you're supporting more sustainable cotton farming.",20,5.0,"Aisle 24, Shelf 10"
Disney Mickey Mouse Summer Set,Clothing,"Your star player will score major points in this kids' two-piece adidas outfit. The happy, adventurous spirit of Disney's Mickey Mouse adds a fun touch. The tee feels extra soft and comfy, and the leggings have a little stretch so your kiddo can run, jump and slide all day long.

By buying cotton products from us, you're supporting more sustainable cotton farming.",37,15.0,"Aisle 24, Shelf 11"
Marimekko Hoodie,Clothing,"Some good things were going on in the '60s. adidas' iconic 3-Stripes and Finnish design house Marimekko's wave print, for instance. Wear them both on this vibrant hoodie and don't be alarmed if you turn some heads. Colorful and bold, this style is all about self-expression. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",56,14.0,"Aisle 24, Shelf 12"
Predator Freak.3 Indoor Shoes,Shoes,"Walls can't contain you. Rivals can't hold you back. On the court, you're in control. Release your full force of nature in Predator Freak. These adidas indoor soccer shoes keep you stable with a supportive mid-cut design. The coated textile upper has a laceless forefoot and more extensive 3D-printed Demonscale elements to help you own the ball.",64,16.0,"Aisle 25, Shelf 10"
FARM Rio Feelbrilliant AEROREADY High-Rise Tights,Clothing,"Elevate your style in the gym, on the road or just during errands. These adidas tights are a collaboration with FARM Rio and flash a wildflower-inspired graphic on the leg and a bold print on the high-rise waist. They feature AEROREADY to manage moisture as you're working up a sweat.",36,9.0,"Aisle 24, Shelf 13"
The Trackstand Cycling Pants,Clothing,"Take on the daily commute with classic 3-Stripes style. The adidas Trackstand Cycling Pants blend the look of Tiro track pants with cycling-specific features for smooth transitions on the bike and around town. Ankle snaps let you secure your cuffs away from the chain, or you can roll them up for added clearance. A durable water-repellent finish sheds road spray.",60,15.0,"Aisle 24, Shelf 14"
adidas Sportswear Wrapped 3-Stripes Full-Zip Hoodie,Clothing,"Is it a Saturday or a Monday? Does it matter? Turns out, no. Zip into this adidas hoodie and embrace casual comfort as you start your day, any day. (Maybe every day?) Keep it going all the way until lights out. Soft fabric and a loose shape let you extend that cozy-in-bed feeling wherever you are, whether on the way to work or to workout. Signature 3-Stripes wrap from sleeve to sleeve to show off your athletic spirit along the way.",33,32.0,"Aisle 24, Shelf 15"
Adicolor Classics Crop Hoodie,Clothing,"Life is full of big challenges and unknowns. Throw on this adidas Adicolor Classics Crop Hoodie and take them on while wearing something familiar. Soft French terry ensures you stay comfortable, and ribbed details keep the sweatshirt in place so no matter what comes up, you're ready.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",52,13.0,"Aisle 26, Shelf 1"
Club Tennis 3-Stripes Tee,Clothing,"Country club style with a contemporary twist. Showing off horizontal 3-Stripes on one sleeve, this adidas Club tennis tee is built for comfort. Mesh panels and soft, ventilated fabric keep you cool and dry through the most intense rallies. An underarm gusset provides the freedom you need to nail every shot.

This product is made with Primegreen, a series of high-performance recycled materials.",32,8.0,"Aisle 26, Shelf 2"
Five Ten Heritage Logo Tee,Clothing,"Climb hard, rest hard and rock this adidas Five Ten t-shirt through it all. Classic crew style pairs with everything. Its fabric is partially made with recycled cotton, helping to conserve water.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",28,7.0,"Aisle 26, Shelf 3"
adidas Sportswear Woven 3-Stripes Track Top,Clothing,"That driven mentality doesn't get left behind on the field. You take it with you. There are things to do, and this adidas track top keeps you comfortable as you get after them. Any time, any day, any place. Throw it on, zip it up and take each part as it comes in a look that showcases your determination with contrast 3-Stripes extending from cuff to cuff across the back. Moisture-wicking AEROREADY and mesh lining offer extra comfort and cool relief to balance your daily moves. Let's go.",42,28.0,"Aisle 26, Shelf 4"
Five Ten Felsblock Shorts,Clothing,Move naturally. The lightweight and unrestricted feel of these adidas Five Ten shorts is made for movement. Their adventure-ready design offers mobility and stretch for approach hikes and climbs.,48,12.0,"Aisle 26, Shelf 5"
Adicolor Classics Trefoil Tee (Plus Size),Clothing,"The brand with the 3-Stripes strives to be better. To be the best. Created to be truly original, the Adicolor collection keeps heritage its heart. The iconic Trefoil logo celebrates that energy front and center on this adidas classic t-shirt. Soft single jersey feels soft against your skin.

By buying cotton products from us, you're supporting more sustainable cotton farming.",24,6.0,"Aisle 26, Shelf 6"
adidas Z.N.E. Sportswear Hoodie,Clothing,"It's not just about getting in the moment. It's about staying there. Quiet the outside (and inside) noise when you zip into this adidas hoodie. While distractions are inevitable, the comfort of this sweatshirt helps you focus on the game ahead. Soft, slightly-stretchy cotton, moisture-absorbing fabric, pre-shaped sleeves – every part of the design is geared for you to walk on to play feeling cool and ready.",80,20.0,"Aisle 26, Shelf 7"
Terrex Liteflex Hiking Pants,Clothing,"Freedom to move is the name of the game. These adidas Terrex Liteflex Hiking Pants have a wide elastic waistband with silicone grip, which is ideal if you're layering on a backpack or hip bag. Extra stretch lets you hike and manoeuvre unhindered through more challenging, uneven terrain. The water-repellent fabric gives you the peace of mind to keep moving in foul weather. Hit the trail for the long haul.",64,16.0,"Aisle 26, Shelf 8"
adidas FortaRun x LEGO® DOTS™ Shoes,Shoes,"The more color, the better. If that's your little one's motto, then they'll like these kids' adidas LEGO® DOTS shoes. They're a comfortable, everyday pair that's good for gym class and practice. Stretchy laces make them easy to slip on without grown-up assistance.",40,10.0,"Aisle 25, Shelf 11"
FC Bayern Tee,Clothing,A fresh take on club pride. This juniors' adidas soccer tee comes in the same shade of red as the FC Bayern home kit. The graphic on the chest pocket pulls inspiration from the mountains around Munich. A club crest covers the back.,20,5.0,"Aisle 26, Shelf 9"
Terrex Multi Primegreen Full-Zip Fleece Jacket,Clothing,Let the adventures continue. Zip up this adidas Terrex fleece jacket for breathable warmth that layers well. Its grid-fleece design enhances breathability and warmth for increased temperature regulation and quick-drying comfort.,49,21.0,"Aisle 26, Shelf 10"
adidas Sportswear Comfy and Chill Tee,Clothing,"How do you find balance? Do you take the full unplug and unwind route? Or is it more of a no agenda, but all the possibilities approach? This adidas t-shirt was made for both. In fact, it was made for it all with moisture-absorbing fabric and soft cotton to make sure comfort is always felt. Did we mention the stretch? There's a little of that too, to really up the comfort levels even more.",24,6.0,"Aisle 26, Shelf 11"
Utilitas Hooded Parka,Clothing,"Nothing is the same two days in a row. Not in nature. Not in the city. Be prepared for all the weather shifts in this adidas parka. Padded for warmth, this do-it-all jacket also has adjustable cuffs and a cozy hoodie to help keep the cold out. Removable faux-fur trim lets you customize the look.

This product is made with recycled content as part of our ambition to end plastic waste.",128,32.0,"Aisle 26, Shelf 12"
Aeromotion Tee,Clothing,"Eliminate wardrobe malfunctions whether you're powering through your weightlifting routine or schooling your friends in pickup basketball. This adidas training t-shirt is designed with a lightweight, stretchy build that moves with you, and it's cut slim for zero distractions. Moisture-absorbing AEROREADY keeps you dry and comfortable, while mesh side panels provide cooling ventilation.

This product is made with Primegreen, a series of high-performance recycled materials.",24,6.0,"Aisle 26, Shelf 13"
Adizero 1/2 Zip Long Sleeve Tee,Clothing,"More of the warmth, less of the weight. This adidas running tee gives you a light, stretchy layer to wear while training and racing. AEROREADY wicks moisture, so you stay dry before it gets cold. Slip the thumbhole sleeves over your hands for extra coverage.

This product is made with Primegreen, a series of high-performance recycled materials.",68,17.0,"Aisle 26, Shelf 14"
adidas Sportswear Future Icons 3-Stripes Sweatshirt,Clothing,"Pro tip: always keep this adidas sweatshirt on hand. That is, if it's not already on your body. There are few better rewards than comfort after a long workout or practice, and when you have this soft layer right there in your gym bag, you reach that comfort in seconds. And then you stay. You settle in. You feel that blissed-out exhaustion from giving it your all. From there, it's all you. Whatever you want to do, wherever you want to go, this pullover is down for it.",44,11.0,"Aisle 26, Shelf 15"
Adizero RC 3 Shoes,Shoes,"When you're smashing past another PR or hurtling towards the finish line, you'll want to have these adidas running shoes with you. Kick it into high gear in the ultra-light build that supports your stride without weighing you down. Lightstrike cushioning has a snappy feel and the mesh upper lets your feet breathe.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",80,20.0,"Aisle 25, Shelf 12"
Real Madrid Tee,Clothing,"You stand with the club in the Bernabéu and around town afterwards. This juniors' adidas Real Madrid soccer tee lets the world know who you shout for. Its cotton build and crewneck gives it a classic, comfortable feel.

By buying cotton products from us, you're supporting more sustainable cotton farming.",20,5.0,"Aisle 27, Shelf 1"
Adizero RC 3 Tokyo Shoes,Shoes,"When you're smashing past another PR or hurtling towards the finish line, you'll want to have these adidas running shoes with you. Kick it into high gear in the ultra-light build that supports your stride without weighing you down. Lightstrike cushioning has a snappy feel and the mesh upper lets your feet breathe.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",80,20.0,"Aisle 25, Shelf 13"
Ergo Tennis Shorts,Clothing,"Cut to help you create. These adidas tennis shorts are ergonomically designed to give you full movement on court. Paired with soft, stretchy fabric, moisture-wicking AEROREADY keeps you comfortable until the final shot.",48,12.0,"Aisle 27, Shelf 2"
Superlite Hat,Accessories,"When the sun's blazing, you've got to dress accordingly. Top off your warm-weather workout ensemble with this adidas Superlite Hat. The comfortable, six-panel construction has perforated side panels to help keep you cool. A non-glare undervisor makes running on bright concrete easy on the eyes. 

This product is made with recycled content as part of our ambition to end plastic waste.",17,7.0,"Aisle 16, Shelf 13"
adidas Sportswear Comfy & Chill Pants,Clothing,"The feeling is unbeatable. That mix of exhausted bliss, well-worked muscles and the knowledge that there's nothing you have to do but just be. Give into it in these adidas pants. You'll quickly switch into chill mode thanks to a French terry build, every inch of that soft goodness rewarding the moments that led you here.",44,11.0,"Aisle 27, Shelf 3"
4CMTE Four Panel RAIN.RDY Running Training Cycling Cap,Accessories,"Don't let the weather ruin your routine. This adidas cycling cap blocks wind and water with RAIN.RDY. Wear it for running, racing or daily commutes. The knit sweatband keeps sweat off your face, and a reflective logo adds a bit of shine to grey days. 

This product is made with Primegreen, a series of high-performance recycled materials.",21,9.0,"Aisle 16, Shelf 14"
Stretch Cotton Trunk Briefs 3 Pairs,Clothing,"Little comforts make a big difference. Just look at these adidas boxer briefs. They're made with soft, quick-dry fabric that keeps you feeling fresh and a stay-put design that keeps you covered from your first rep to your last. Get comfortable and give it your all.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",21,9.0,"Aisle 27, Shelf 4"
Long Sleeve Tee and Printed Tights Set,Clothing,"It doesn't get any easier than a matching set. This adidas head-to-toe look keeps kids comfortable from playdates to rainy days at home. The hooded tee is cut to move, with drop shoulders and a droptail hem. It comes with graphic tights that are soft and stretchy.",36,8.0,"Aisle 27, Shelf 5"
Relaxed Camo Trefoil Hat,Accessories,"How is it that camo manages to be both low-key and high-vis? It all depends on where you wear it, and in this silky adidas hat, that's everywhere. Dressed up. Dressed down. Camo adds an edge any way you style it.",21,5.0,"Aisle 16, Shelf 15"
Camo Pants,Clothing,You don't have to do or say anything to make your mark in these juniors' adidas pants. The bold camo print does your talking for you. Blocks of color and 3-Stripes on the sides keep the look fresh. A drawcord-adjustable waist is comfortable and casual.,28,12.0,"Aisle 27, Shelf 6"
Originals Sunglasses OR0013,Accessories,"These adidas sunglasses are comfortable, classy and lightweight. And they filter those rays, so you can stop squinting and start shining a little yourself.",70,30.0,"Aisle 28, Shelf 1"
Classic Superlite No-Show Socks 6 Pairs,Accessories,"Don't let anything weigh you down or hold you back. Slip on the next-to-nothing feel of your adidas no-show socks. You'll be good to go, with classic comfort from heel to toe.",16,4.0,"Aisle 28, Shelf 2"
Badge of Sport Tee,Clothing,"Put your brand pride on full display. A simple yet versatile look, this long sleeve t-shirt keeps you comfortable while on the move or lounging at home. A contrast adidas Badge of Sport stands out on the chest.",21,9.0,"Aisle 27, Shelf 7"
AEROREADY 3-Stripes 8-Inch Shorts,Clothing,"Don't be fooled by their minimalist looks. Although these training shorts have streetwear appeal, they can handle HIIT and boot camp workouts. The woven fabric is light and airy, so you feel free to move. The secure waistband sits flat against your skin, minimizing adjustments through your squats and burpees. Slip your locker key into the zip pockets and get moving.",32,8.0,"Aisle 27, Shelf 8"
Cushioned Angle Stripe Low-Cut Socks 6 Pairs,Accessories,"With lots of cushioning in the heel and toe and a soft, stretchy feel, these kids' socks are big on comfort. Whether they're bouncing around between classes, practice or after-school activities, their little feet will stay dry thanks to moisture-wicking yarn and a mesh upper. An adidas Badge of Sport and 3-Stripes give the socks a classic adidas feel.",13,3.0,"Aisle 28, Shelf 3"
Relaxed Marble Wash Hat,Accessories,"Sunshine and blue skies melt together like a dream. Pull on the easy-wearing cotton comfort of this adidas hat and feel the summer vibes. The flowy marble wash is unique to your cap alone. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",23,5.0,"Aisle 28, Shelf 4"
Originals Sunglasses OR0032,Accessories,"Timeless and easy. The iconic navigator shape gets an update with an acetate frame. These adidas Originals sunglasses add retro style to any outfit, and up your cool factor like no other accessory.",112,48.0,"Aisle 28, Shelf 5"
Cushioned X Mid-Crew Socks 3 Pairs,Accessories,"Give every workout a soft landing in these adidas crew-length training socks. Soft, stretchy yarn wicks sweat for elevated dryness. Extra cushioning in the footbed keeps you comfortable through jump rope drills and sprints.",15,3.0,"Aisle 28, Shelf 6"
Indicator Jacket,Clothing,The walk to the gym or home from the bus stop just got easier. This juniors' adidas jacket adds a layer of warmth when the sun dips behind a cloud and the wind picks up. Flip up the hood and put your hands in the kangaroo pockets. Comfort achieved.,40,10.0,"Aisle 27, Shelf 9"
VFA Backpack,Accessories,"Does getting ready in the morning feel like packing for summer camp? No one else needs to know that. This adidas backpack looks refined enough to wear to work, and it holds enough to take you to the yoga studio and out with friends before you head home. Throw in your gym clothes, casual clothes and a water bottle. Tuck your phone in the media pocket so you can listen to your tunes between each stop.",40,10.0,"Aisle 28, Shelf 7"
X Ghosted.3 Laceless Firm Ground Cleats,Shoes,"The only thing that makes defenders sweat more than seeing you on the pitch? Not seeing you at all. Pull on X Ghosted and discover next-level speed. The stretchy tongue on these adidas soccer cleats means you'll get into them without a glitch. Lightweight and laceless, the mesh upper hugs the foot so you're securely strapped in for every sprint. The low-cut silhouette with signature Clawcollar shape locks your foot in for match-long stability and support.",80,20.0,"Aisle 25, Shelf 14"
adidas x Zoe Saldana Long Sleeve Tee,Clothing,"Your growth, your goals and the challenges you face along the way are all part of your journey. This adidas tee was created in collaboration with Zoe Saldana to inspire you to move with confidence, no matter where you are on your path. Smooth material lays softly on your body so you can feel comfortable in your own skin. A solid color offers styling versatility.

This product is made with recycled content as part of our ambition to end plastic waste.",28,7.0,"Aisle 27, Shelf 10"
Zebra Logo Graphic Tee,Clothing,"Keep the excitement of the game flowing, even when you're off the court, in this adidas t-shirt. The soft-printed graphic integrates a zebra print with the iconic adidas Badge of Sport. Mix and match it into any casual outfit for a touch of sport-inspired style that doesn't sacrifice comfort.

By buying cotton products from us, you're supporting more sustainable cotton farming.",20,5.0,"Aisle 27, Shelf 11"
HER Studio London Hoodie,Clothing,"Prints make life more fun. Female-led print house HER Studio London know all about it. That's why they decked out this hoodie in a vibrant mix of checked patterns and florals. The adidas Trefoil logo on the front? That's pure sport heritage. Dream team. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",56,14.0,"Aisle 27, Shelf 12"
Aggies Long Sleeve Quarter-Zip Knit Sweatshirt,Clothing,"Root for the Aggies on game day or any day. This adidas AEROREADY quarter-zip sweatshirt absorbs moisture to keep you dry and comfortable, whether it's a blowout or a nail-biter. A Texas A&M logo has pride of place over your heart.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",60,15.0,"Aisle 27, Shelf 13"
Adicolor Classics Satin Dress,Clothing,"Seize the sunbeam. This casual adidas dress is cut from satin fabric that practically glows in the light. The sleeveless cut lets your shoulders soak up some rays too.

This product is made with Primegreen, a series of high-performance recycled materials.",48,12.0,"Aisle 27, Shelf 14"
